ID,USERNAME,PASSWORD_HASH,EMAIL,SEX,AGE,AREA,CAREER,CONFIRMED
0375,Colleen1033,pbkdf2:sha256:150000$MPN4ev5V$0f1bd664d8252bf9f8d0d1c7e5a2ccf4a97d8f305a9bbaece424402219a56481,colleen10337328@yahoo.com.tw,female,37,桃園市,製造業,0
0376,Avis6842,pbkdf2:sha256:150000$stF0tSNe$3d35f29b2498bea95ed17b28f9e2bca1757aa4cb382187ea57c530b54c5c0c93,avis68428386@hotmail.com.tw,female,48,基隆市,出版影音及資通訊業,0
0377,Joyce4992,pbkdf2:sha256:150000$ugINuPhL$9172a9c2f177ba01f86a669a81608457323e8fa32f8c5def3a6f5e75a10fcec5,joyce49922135@hotmail.com.tw,female,49,苗栗縣,運輸及倉儲業,0
0378,Lester1260,pbkdf2:sha256:150000$mAPrr4u9$e8a70777139661ef4e2ee987bec173c6bcfc0ca021f9f58208d5e18662421449,lester12605705@yahoo.com.tw,male,27,高雄市,製造業,0
0379,Ruby9633,pbkdf2:sha256:150000$WR5pAeHZ$88ae4dcaa5fe6dd0faff5c5ac573442bd068d2a992161d6dee46a7f0a6456a5b,ruby96334778@yahoo.com.tw,female,27,臺中市,藝術、娛樂及休閒服務,0
0380,Jean4506,pbkdf2:sha256:150000$bSCepCjS$c55785e0e7da783aa99e7ec2094c8cb266e7871a02d8b10ca3e8e27985e94298,jean45062796@gmail.com.tw,male,63,花蓮縣,教育業,0
0381,Undine2530,pbkdf2:sha256:150000$IWWvHHQO$b18633857be3d4a19e3b97a76695b32e7995a1bbf1e260c3eb49ecb335b83b11,undine25304596@gmail.com.tw,female,22,新北市,製造業,0
0382,Will7022,pbkdf2:sha256:150000$LX0Lq2GS$ba28edfedae8a15fce1e08ee3065c6711f223f677c011e387f3066be3b3b6789,will70221870@gmail.com.tw,male,28,臺北市,批發及零售業,0
0383,Annabel8654,pbkdf2:sha256:150000$kM540rgT$c8afc023ad299af2a754fe999201e1d44a6897ab8a338961503e73199301f6d8,annabel86542786@yahoo.com.tw,female,39,臺中市,其他,0
0384,Alden9008,pbkdf2:sha256:150000$xlmH9Pna$9ac1a8b4f0a1e48676e438bed327c9f44da8745f5a54a5b960a3f64b2f00e930,alden90088702@gmail.com.tw,male,29,彰化縣,運輸及倉儲業,0
0385,Lucy7517,pbkdf2:sha256:150000$fo7RPdNq$bd1035275d40039008b1c9a061ab065b29527c607e197bfc03905c8983c50466,lucy75172177@hotmail.com.tw,female,69,雲林縣,金融及保險業,0
0386,Leon3179,pbkdf2:sha256:150000$a351YsLi$78a74e239f0608719e5269321eeba2f2923dab75ca72b9220d21a4d0778de19a,leon31796866@yahoo.com.tw,male,35,苗栗縣,運輸及倉儲業,0
0387,Lynn5454,pbkdf2:sha256:150000$ar0mSzwF$94142476369c1657d809236014a63751de2c635c608f6555084a7014e1fe1ccc,lynn54549405@gmail.com.tw,male,45,臺中市,製造業,0
0388,Rick6606,pbkdf2:sha256:150000$gaEdneWc$2a3f6e0ab642df11d854e24fa3916e72691a3e1f367c017077487d9ce666f3ce,rick66064342@yahoo.com.tw,male,65,臺中市,批發及零售業,0
0389,Charles4728,pbkdf2:sha256:150000$SzQ9yosE$a39a6f0914a0e87e6abd8a55e0e49ddfeef13c002d9315a7cae7cc81dd18abf7,charles47284097@hotmail.com.tw,male,18,高雄市,其他,0
0390,Simon3427,pbkdf2:sha256:150000$j7qmuin8$5df5d688ce4b8bcb7bb546fb1e7f8a3355b0420f17ccf5ed8d1fa872d12e01b0,simon34273319@gmail.com.tw,male,44,彰化縣,住宿及餐飲業,0
0391,Ursula2351,pbkdf2:sha256:150000$CW6PXIKT$204ff0b08cee0992e7fe0896b860edf313be0b1939aa7ac04786f17b9698596d,ursula23516955@yahoo.com.tw,female,47,臺中市,金融及保險業,0
0392,Tom4878,pbkdf2:sha256:150000$2oQKLeJD$94aa7fc680efde15e8c985285f52f703bf169f64919022b369bd9f6964e3c45f,tom48788333@yahoo.com.tw,male,68,嘉義縣,運輸及倉儲業,0
0393,Osmond5186,pbkdf2:sha256:150000$KFwsTjWd$3586e3d0371e4d1ed0eec3bc12a47e8ac9bce83a8fd549a523f2cb9208fd4272,osmond51868303@gmail.com.tw,male,19,宜蘭縣,其他,0
0394,Rachel5758,pbkdf2:sha256:150000$C6tsH3Gi$32f1d2f7b6f04451f59e1b18ae64d62a035123fa8aac42db1d89f6560f69ea63,rachel57589899@hotmail.com.tw,female,51,臺東縣,其他,0
0395,Troy3607,pbkdf2:sha256:150000$yVGbWjn5$71c4d543dc3d989f8679805496d020491f43bbbb88a66df005eb6048cba88649,troy36079300@gmail.com.tw,male,21,基隆市,金融及保險業,0
0396,Randy1779,pbkdf2:sha256:150000$YIpxg9Ns$e36a161ad2493874c42ade73b588304030004aeea39412566d7a4611d7fc7fc9,randy17799239@hotmail.com.tw,male,41,新竹市,批發及零售業,0
0397,Kitty9352,pbkdf2:sha256:150000$RYiDzuRe$108d4a88606d57573b33eefe9a1b59fc18a7e8d207e5acb8098e3347cc5d2cf6,kitty93521480@hotmail.com.tw,female,35,新竹縣,製造業,0
0398,Ronnie1936,pbkdf2:sha256:150000$thxs0Vcz$e4e28a5766e5725699dab34ab329c33b153ebfe22ac24b740a82acaef7bc74f2,ronnie19363324@hotmail.com.tw,male,59,苗栗縣,農、林、漁、牧業,0
0399,Hugh6726,pbkdf2:sha256:150000$sEBoZ8v0$9488d8df013b431a59b594a94fe32e9828a6cd60e79e086e1280928ceb18ea00,hugh67262961@yahoo.com.tw,male,48,花蓮縣,批發及零售業,0
0400,Godfrey8249,pbkdf2:sha256:150000$4a3VskgK$a9ca0e6d8e7600beb0a26d229ffe86baba56e4d6355a529c380d17d5f1671438,godfrey82492904@yahoo.com.tw,male,30,高雄市,批發及零售業,0
0401,Ellie2278,pbkdf2:sha256:150000$K2MmdRXu$8a5a7a8d17c83a63fad42c2834383f1a0a8c34204bae8e7612fc35559e84353a,ellie22786480@gmail.com.tw,female,56,臺南市,農、林、漁、牧業,0
0402,Maria5582,pbkdf2:sha256:150000$rDDnqEWx$3b029fc27d1d2d39cda63297bd8e115b6cd1961bcb053d51d66ed80b72084763,maria55826539@yahoo.com.tw,female,55,新竹縣,批發及零售業,0
0403,Aubrey7807,pbkdf2:sha256:150000$FVTbxN01$39fe7e4f00a968b8a07012ed9b23683707ea43a7c2e5c412541bb62eea43dcd4,aubrey78071758@hotmail.com.tw,male,23,屏東縣,農、林、漁、牧業,0
0404,Stewart4011,pbkdf2:sha256:150000$Lsw6eU8q$11e468dd24c9b0963f3eb97088661436d2387d559b7bf5d69763abb8891073b6,stewart40116797@gmail.com.tw,male,47,屏東縣,出版影音及資通訊業,0
0405,Eric551,pbkdf2:sha256:150000$wXygvHvc$4efffa726bbc838777f96ee5e4da5dd39310d629ba17970a0e32d6ff231bf283,eric5519687@yahoo.com.tw,male,21,臺中市,教育業,0
0406,Floyd5882,pbkdf2:sha256:150000$O0G1RWLA$eec1d96d4b61be47c22eefa3c7a0144a7deba7102c171b940d4b352a00606974,floyd58824479@gmail.com.tw,male,61,新竹縣,教育業,0
0407,Cuthbert2643,pbkdf2:sha256:150000$dlSF9HtM$10c5e1772712e1e969eb12a62b25b0c89552d1d8541a86d0ef6a5ef1db7fe60b,cuthbert26433281@gmail.com.tw,male,59,彰化縣,教育業,0
0408,Janey6842,pbkdf2:sha256:150000$Ir6hVTf8$449ec764e8113bd19dfef73939ecc31f365db4867161b683fff68881cde2b260,janey68426408@yahoo.com.tw,female,66,基隆市,教育業,0
0409,Ginny2226,pbkdf2:sha256:150000$eKMjOnVG$d1c982d65016a0ff316a3d3edc927a805fedaaa4ee81524bbfd6823b0da4339d,ginny22261339@yahoo.com.tw,female,19,雲林縣,製造業,0
0410,Alethea5118,pbkdf2:sha256:150000$3nZzx3ht$9555aedd70222246b39b18b7903fa4277ba0913b3205066c238f14b60bf52d98,alethea51188193@gmail.com.tw,female,60,嘉義縣,住宿及餐飲業,0
0411,Augustin1571,pbkdf2:sha256:150000$1Phx6EMH$0f4664b393ff503745498cb4ba507fbe5901046921239787c05321963710ada6,augustin15713590@hotmail.com.tw,male,38,新竹市,金融及保險業,0
0412,Terence5762,pbkdf2:sha256:150000$ZxckYPQQ$3d577ff1235a237798eaf4072e827c47418e15fbd8f8c523b978418ab8363332,terence57624593@yahoo.com.tw,male,47,嘉義縣,農、林、漁、牧業,0
0413,Laura1374,pbkdf2:sha256:150000$IXMrzuHa$5292473677ff0715e2ee46df908e78abfee3fc03ba7b41cca58f247aee693dce,laura13745903@gmail.com.tw,female,61,嘉義縣,製造業,0
0414,Neddy4736,pbkdf2:sha256:150000$rRFc4fwk$7cc2d3a2d768148425fa54dfd6137e36dede8d2000ae79663fefecfcffcb8d4b,neddy47368359@gmail.com.tw,male,56,臺東縣,醫療保健及社會工作服,0
0415,Hank5918,pbkdf2:sha256:150000$dLCSfsYu$69a7e7678951ca786dc81c6fd20fe0fa9d4da2c7bb13e8ab0ac86c3aa9798cec,hank59189309@hotmail.com.tw,male,36,嘉義市,農、林、漁、牧業,0
0416,Lew9429,pbkdf2:sha256:150000$jsex0ZJD$362132c438c1f82160733a07a68b48620d11c92af45b290a16ae404c7145bcbe,lew94295225@hotmail.com.tw,male,35,高雄市,製造業,0
0417,Carlton6652,pbkdf2:sha256:150000$PZCuAztH$0c3bff7626650ada53ca4992d98d15d06e6891841c4599d17b5dddb622e47143,carlton66526613@yahoo.com.tw,male,53,屏東縣,農、林、漁、牧業,0
0418,Cindy331,pbkdf2:sha256:150000$49ypr4Hl$25b5d15c8863e296086198395bd7b1972b1a75f64df0a7c2ece3cb47f4ed4cfb,cindy3315367@yahoo.com.tw,female,30,基隆市,教育業,0
0419,Vivian622,pbkdf2:sha256:150000$FrTULgtR$d60be4123102f30584d99094a331e9bd50f8e8cf8e3cf9ce384e98e12fce2ee8,vivian6224203@yahoo.com.tw,female,18,宜蘭縣,運輸及倉儲業,0
0420,Heather3399,pbkdf2:sha256:150000$FnqkBGXA$36248d8686ba329e8e9b2b27dba6c54e06b4eb879172c0f549ffc3ef9b44415e,heather33995947@yahoo.com.tw,female,18,桃園市,其他,0
0421,Noel7725,pbkdf2:sha256:150000$RpmrAoyV$67375b28daee134b0d97b13edcd9376c54a4db46a166aa5bd2e06ad74a80c8b6,noel77254592@gmail.com.tw,male,61,臺中市,農、林、漁、牧業,0
0422,Philander468,pbkdf2:sha256:150000$DRCGbfjw$831d5bc5876b7b95d84f855416d8278f8584e73c11535b34d134f02be3f250c2,philander46802856@gmail.com.tw,male,52,新竹縣,出版影音及資通訊業,0
0423,Moira2943,pbkdf2:sha256:150000$MOKFCmMM$7242fd9f5dafdb3c5f70d65571202885ed147a6a32248d2fbf1cbb1ea2f61008,moira29433113@yahoo.com.tw,female,16,彰化縣,批發及零售業,0
0424,Na'amai2702,pbkdf2:sha256:150000$LB1HKZ8y$c8a7249b567b030d265fe44b6a01989d36da9d2ec63c958d7bfe3ae6b98ec356,na'amai27023043@hotmail.com.tw,male,23,澎湖縣,醫療保健及社會工作服,0
0425,Lydia5943,pbkdf2:sha256:150000$mlTSNBwp$778791cd148c203ed80d5b7882967aac370a3514c9f833caf7fbc9392f2bc845,lydia59431719@gmail.com.tw,female,65,桃園市,運輸及倉儲業,0
0426,Alexandra490,pbkdf2:sha256:150000$jwp8Z4YG$17168ad3bf2fc04f71087438ef5440df52c8d89c14925d0f4505f299b244ecf6,alexandra49082422@yahoo.com.tw,female,31,宜蘭縣,出版影音及資通訊業,0
0427,Dirk5773,pbkdf2:sha256:150000$jDMSUPdy$94ea16806ea6c199bcf03010ee10e71071948a535aa26c4d937a2616b8b3677b,dirk57735842@gmail.com.tw,male,32,嘉義縣,製造業,0
0428,Cindy5859,pbkdf2:sha256:150000$J7QvVrF8$7f15df28693e9469c3cd5344191686ac69e020949f3f038323c278f1bc92515e,cindy58599861@yahoo.com.tw,female,35,花蓮縣,出版影音及資通訊業,0
0429,Ian8769,pbkdf2:sha256:150000$B9ENHOUA$ef0314fe3e86f6eb328d9da46798696c5a1652f6b32b129221023dcf329b9e0a,ian87697424@yahoo.com.tw,male,60,花蓮縣,其他,0
0430,Agnes2051,pbkdf2:sha256:150000$g1phAvWW$eb897cc6361bfe87f2a8e70d2bae3f73c503d873dfd547341893ad23f8924377,agnes20511412@hotmail.com.tw,female,56,臺北市,農、林、漁、牧業,0
0431,Barbara5418,pbkdf2:sha256:150000$cH7ruUWY$2dad51468d6e1fc3bbe322d81e8ada4dde2955dc8f0acc1eb2980d5e02ceef9c,barbara54181856@gmail.com.tw,female,36,臺北市,醫療保健及社會工作服,0
0432,Glen1628,pbkdf2:sha256:150000$kSJDvlYy$54fb91743f8e2d437a8bea3d022081de980c7fdf802f3bfaa3e7edb405471480,glen16288584@gmail.com.tw,male,67,新竹市,其他,0
0433,Lucius9919,pbkdf2:sha256:150000$Jyk0ZrYp$d76bf836fa79fcd9a1df2183d8c8a3b43ee5c6858145019a9b5bdf947db4f21b,lucius99195858@yahoo.com.tw,male,21,宜蘭縣,醫療保健及社會工作服,0
0434,Percy8210,pbkdf2:sha256:150000$O7qA41ek$54665ae0fb45785521816c240d090815ca5a3cc94a337a7d3157deef4a96f37b,percy82105241@yahoo.com.tw,male,27,新竹市,出版影音及資通訊業,0
0435,Beryl1234,pbkdf2:sha256:150000$xUWpROJM$142ecb6486e9b1394640b3c58a696f48149b8050bd0e1c4012a7f45cfd8c7a5b,beryl12347305@yahoo.com.tw,female,23,花蓮縣,製造業,0
0436,Laura8740,pbkdf2:sha256:150000$m2FQeXJA$2d278ab1fd13296b933661217be05467389c13781ca4da8d76dd4fcbce560eee,laura87408834@hotmail.com.tw,female,46,雲林縣,教育業,0
0437,Kit6678,pbkdf2:sha256:150000$h4gN2htd$ff836ab016c78ef2a068c8824358d40d6d0e7f4f7c4785e635b6812a53e48aa3,kit66784225@hotmail.com.tw,female,37,宜蘭縣,批發及零售業,0
0438,Lenny9812,pbkdf2:sha256:150000$m4GezrYV$a4a1cc31c0815a16cb3264568b4fc9a66beffc13bfcda15810d901239e3cd30c,lenny98127065@gmail.com.tw,male,49,高雄市,運輸及倉儲業,0
0439,Arnold5102,pbkdf2:sha256:150000$LGbclt4O$17cb9b0cb4ec7b60cb18e3110d4fa831efb8f43f125a068a246a9f131396e0f5,arnold51029479@yahoo.com.tw,male,19,高雄市,運輸及倉儲業,0
0440,Sid1964,pbkdf2:sha256:150000$Y1QBIrwe$f546cd039c4ffd14f8a1856169949efa92a614534b6019d49c91cae2b3abc1b6,sid19641602@hotmail.com.tw,male,28,苗栗縣,出版影音及資通訊業,0
0441,Clement7512,pbkdf2:sha256:150000$A52Dw8um$133a5fa7d4adf7d689de5aba52697042d7de6672d7a673cb1881fc04227bd965,clement75129277@gmail.com.tw,male,67,苗栗縣,醫療保健及社會工作服,0
0442,Candice9668,pbkdf2:sha256:150000$jr9AsSWI$aaa9b29234d553bc85489e81a37bddb0a927c9f2a8f2209cd7510ac28e6f3ab0,candice96688178@yahoo.com.tw,female,18,宜蘭縣,批發及零售業,0
0443,Jim1699,pbkdf2:sha256:150000$D6xbg4AH$a176b8d5a9f866b3297bf00cf9ebeb98a9760cd0ad62d9b57ffaee75ddf99e8f,jim16994289@hotmail.com.tw,male,37,屏東縣,運輸及倉儲業,0
0444,Olympia3865,pbkdf2:sha256:150000$xDInIdzv$ffd71b51a613d4a462220f855787e54610189e5bf20f96544f59831740d68578,olympia38652360@yahoo.com.tw,female,40,臺北市,其他,0
0445,Thea250,pbkdf2:sha256:150000$tOF92ZBr$94218da5b2704bd08bd19cdf5c669991451539a3ee25eeb7c6b396d30af44256,thea2504758@yahoo.com.tw,female,63,桃園市,醫療保健及社會工作服,0
0446,Geoffrey7222,pbkdf2:sha256:150000$JqZzuNKj$743209502fe682f3c4f36c63ec32398aef9cb27463ee4eae0986cd93534661ae,geoffrey72223787@hotmail.com.tw,male,61,新北市,住宿及餐飲業,0
0447,Deirdre8629,pbkdf2:sha256:150000$4kDjeaSq$99d65cd97152cfc326fc2750bc182b3eedd2e092794edee2e7fc21ad8456134c,deirdre86296222@hotmail.com.tw,female,16,嘉義縣,農、林、漁、牧業,0
0448,Corinna8227,pbkdf2:sha256:150000$hy2D5LOQ$3706dab04d0424b212a5611a1d4518ad6a9366e6bfe706569e6a9ea789879499,corinna82278667@gmail.com.tw,female,25,基隆市,農、林、漁、牧業,0
0449,Susanna3040,pbkdf2:sha256:150000$sDrSw2WM$179eba45b24d84fa533da15759d4fed4cf8e3ee707703b4f3f09d7250e053075,susanna30405699@gmail.com.tw,female,63,南投縣,其他,0
0450,Archie9804,pbkdf2:sha256:150000$lHoz7Tfb$33be6d0c5dc43e5ce53c3cab5fb5ff71c91d3bef465fdc457a5dc95e8d3c8dec,archie98049757@gmail.com.tw,male,57,南投縣,藝術、娛樂及休閒服務,0
0451,Nita2325,pbkdf2:sha256:150000$J9AQegV9$ceb4fb46708834d5e544dd71c2f6db1f14dd970c3d400ca93a6d5ec9114e2563,nita23258142@gmail.com.tw,female,35,雲林縣,運輸及倉儲業,0
0452,Abraham7446,pbkdf2:sha256:150000$FJvt0Hp7$3bf125af37239a68a419ab23598e6052905c9a7b90e1cebdc52b82f0ac6074ef,abraham74468527@hotmail.com.tw,male,48,嘉義市,製造業,0
0453,Annie4189,pbkdf2:sha256:150000$ihz533iq$7361e6cd1b2c9f4bda7a19047951445a696f69548f588a9243eb7fa6d914d0ee,annie41897823@yahoo.com.tw,female,17,嘉義縣,住宿及餐飲業,0
0454,Jock396,pbkdf2:sha256:150000$xP4roPWf$3d0f1bac85fbafc54185ef981764dca23cbde7bcd15aabbcf78f5f5496b5eb11,jock3965344@yahoo.com.tw,male,40,彰化縣,其他,0
0455,Florrie7262,pbkdf2:sha256:150000$szDE5K1x$86251f0e089e636e084f877bd6fe58b331b234496a05e27feb6e5a5b2983ed63,florrie72622949@hotmail.com.tw,female,61,花蓮縣,藝術、娛樂及休閒服務,0
0456,Matlhew423,pbkdf2:sha256:150000$DPtbfHlb$5009587c1bd6cc1f35748ed2cc02fdd231b460fd9710b92dfdd0241ff62a5c50,matlhew4233928@hotmail.com.tw,male,61,苗栗縣,金融及保險業,0
0457,Chuck4342,pbkdf2:sha256:150000$7lgH5IMQ$a16089f58422f89a8164e6ca68523887391e5d72750002ce2bd27e9b5755a0d1,chuck43425953@yahoo.com.tw,male,44,臺東縣,農、林、漁、牧業,0
0458,Clint5740,pbkdf2:sha256:150000$pafleeS6$585e9f23dd17e87bdbe09aca13cec56925b56a3bac13f50ee88dde09f1dfa60d,clint57405909@gmail.com.tw,male,50,基隆市,醫療保健及社會工作服,0
0459,Eugene9727,pbkdf2:sha256:150000$XhELtabQ$5f1ec268318b995ba36d691b4a24490fed56fbc32ff25ba21ef761c61acf5ac6,eugene97271943@yahoo.com.tw,male,36,高雄市,醫療保健及社會工作服,0
0460,Trevor968,pbkdf2:sha256:150000$wDh550GK$7463ed95074e1e2ef84dd33b7b3556ee3bf65f54e24ed013020ac809abc536e3,trevor9681739@hotmail.com.tw,male,32,宜蘭縣,醫療保健及社會工作服,0
0461,Bill9062,pbkdf2:sha256:150000$afqujNk5$5a909982531a0642238b5ec4c4c974f2deee7aacdc270110e38eaac8669b079b,bill90625971@hotmail.com.tw,male,57,臺東縣,出版影音及資通訊業,0
0462,Joanne244,pbkdf2:sha256:150000$esWS7wpV$fb6d01e7e8af19ae144ba816add6dc22debe73ec9ce0f04fc613497fe7d5ee75,joanne2444639@hotmail.com.tw,female,40,澎湖縣,住宿及餐飲業,0
0463,Donald1860,pbkdf2:sha256:150000$QG01rGnO$fb91b03139963b787ee699f54f059e8adf7e6673d1106ed0e8f7edeff5f2f2b7,donald18602040@yahoo.com.tw,male,67,臺中市,出版影音及資通訊業,0
0464,Robby2775,pbkdf2:sha256:150000$YL8XXwE3$dc8389c48daccd022ee9aee1860eb7d9beb1b6e14c8e5e3e1f849c5b913cb4b6,robby27757796@yahoo.com.tw,male,30,臺東縣,住宿及餐飲業,0
0465,Sandy6142,pbkdf2:sha256:150000$cpkBaDwV$9bbe20841778e777c202ffe9986812430a2a44d22d9c4c83e77a59ac1b641d63,sandy61422359@gmail.com.tw,female,49,新竹縣,教育業,0
0466,Ashley3074,pbkdf2:sha256:150000$5TKlogW3$ee38995a840eccbebe01d1190c107fee453143e376a539b56ad80303e8016d4a,ashley30744839@gmail.com.tw,female,37,桃園市,批發及零售業,0
0467,Jemima3925,pbkdf2:sha256:150000$Zxe8ie8z$69e620e6d01d11677fc101408b05b787f94f174781759e07caf6f49b4c8d8771,jemima39256370@gmail.com.tw,female,62,澎湖縣,金融及保險業,0
0468,Christine490,pbkdf2:sha256:150000$2f6bZp2Q$ec738feb428d5a1d2ed62b52d098f065514f9e5e075585efafc82e23f9dbf4db,christine49059164@yahoo.com.tw,female,61,屏東縣,金融及保險業,0
0469,Katie6355,pbkdf2:sha256:150000$OI6DoSwp$add2138d1f8f70801473bfe33b3e6ac70bb795da94f4ceb9a349307d71df9845,katie63555893@yahoo.com.tw,female,38,桃園市,醫療保健及社會工作服,0
0470,Luke5989,pbkdf2:sha256:150000$cokH2P8m$5a9d769cf1daefd5e36a41705679b6c0754b9588872868127b7979991a5393fd,luke59898597@yahoo.com.tw,male,57,宜蘭縣,住宿及餐飲業,0
0471,Mignon3961,pbkdf2:sha256:150000$JL3sAjvJ$da4b9cf897e9e0d2a29721cc1a982725e1c5a4d08c89d433ed796fdf053a9384,mignon39617534@yahoo.com.tw,female,38,雲林縣,批發及零售業,0
0472,Jeff280,pbkdf2:sha256:150000$41LXsWVJ$012474d5bf7b1d48bfeb24fc8a7377b7c70465330f2adefb71c4ddf762d019f0,jeff2806441@yahoo.com.tw,male,45,彰化縣,農、林、漁、牧業,0
0473,Adrian2645,pbkdf2:sha256:150000$hR1zoHwg$66603b7eaa3e531b42e3c06523b378becdc01d0e538e972245d0204a0cefef3d,adrian26455614@hotmail.com.tw,male,43,新北市,批發及零售業,0
0474,Polly1980,pbkdf2:sha256:150000$C0bcDr17$6d3c19bda66853f133a7cc59c87c392ea861be841624660185ae2269ff6564e0,polly19809790@gmail.com.tw,female,25,彰化縣,出版影音及資通訊業,0
0475,Len285,pbkdf2:sha256:150000$4TrMMuP0$34b985fb2fb99850d3e4b6ab4b0884434c7e3e439b31d63229429cc833b4e2c2,len2858262@yahoo.com.tw,male,42,桃園市,批發及零售業,0
0476,Freddie2338,pbkdf2:sha256:150000$RFe8WJn9$8942395019b01ed2d2f99dc3cd9e02e79ece2e4cd72c940706da24a067bdf161,freddie23388961@hotmail.com.tw,male,48,新竹縣,其他,0
0477,Lori9356,pbkdf2:sha256:150000$tG7BaZf1$94db919b5692c84b0859f401273bc173b408c4d16fb2d1e9a3e8f2962a65058b,lori93566544@gmail.com.tw,female,46,苗栗縣,其他,0
0478,Charissa364,pbkdf2:sha256:150000$u8h4MHGa$a25175b57f51e3be5a89741a0c5b8acbc23a2aa4dd52cd45a6277cc640721e86,charissa3646412@gmail.com.tw,female,54,花蓮縣,教育業,0
0479,Edward8941,pbkdf2:sha256:150000$gzhVbadb$03220d46dbb7e2c3f1216133e2ddeb46f8b2df07dd17df561b86d2e17e668644,edward89418276@yahoo.com.tw,male,62,新北市,醫療保健及社會工作服,0
0480,Camilla6320,pbkdf2:sha256:150000$wqHU7ySF$0d4186e45ed58eb070b4e4277b54952b305aef1bf3d2a230207f59669e90fed5,camilla63208021@yahoo.com.tw,female,60,桃園市,批發及零售業,0
0481,Norman4135,pbkdf2:sha256:150000$S5SEQWCV$d34ca7935b27e78af3e106c9279e8339e6a003b13f2e6ff110ad092f30615e02,norman41353997@gmail.com.tw,male,36,嘉義市,金融及保險業,0
0482,Dale4332,pbkdf2:sha256:150000$MxujxaSZ$af4c0bae37028356394885b30968f67165f887685f3268f7aebb40df998009ab,dale43326519@hotmail.com.tw,male,61,桃園市,製造業,0
0483,Craig2941,pbkdf2:sha256:150000$9mp9tauF$a2a6e8c223c4f577ce2b27f436df267557ddd08f6737f011c249a6522b9025c0,craig29418814@hotmail.com.tw,male,54,宜蘭縣,教育業,0
0484,Juliana1084,pbkdf2:sha256:150000$zt6UHAw5$02faf5c2cb2de97f39b13c83b0604a6097b2d4180e06936f0001aa9a283258f0,juliana10847306@hotmail.com.tw,female,60,雲林縣,出版影音及資通訊業,0
0485,Humphrey7965,pbkdf2:sha256:150000$sml6rSzz$3a15cbb286254c09cfa79b0d088a8f5bcc5cfb3596dc6db5d4256190ed1828dc,humphrey79658086@gmail.com.tw,male,39,新竹市,住宿及餐飲業,0
0486,Charissa8001,pbkdf2:sha256:150000$5dwyHCwA$1e463576f5120621a7b6830d10b1659f0eb39918838aaffb532a7aff87797c51,charissa80019259@yahoo.com.tw,female,43,臺南市,藝術、娛樂及休閒服務,0
0487,Teresa6458,pbkdf2:sha256:150000$jBV42lry$f5c6ad16839347fae58b1b624ca41e5292e284ac35566d0c97de76f12ef5b13f,teresa64584685@hotmail.com.tw,female,41,嘉義市,教育業,0
0488,Gavin1268,pbkdf2:sha256:150000$tcoVUumN$87279f2f0a1886275a630d87cf7a9c73604b182950acce1012b63c59f9401469,gavin12681561@hotmail.com.tw,male,30,屏東縣,教育業,0
0489,Angus4017,pbkdf2:sha256:150000$j2l0FqOK$58c48f90db6c4894bb0f8ea809eae897be31fef9085056cce52a25ee4e0f7bbf,angus40172756@hotmail.com.tw,male,20,嘉義市,金融及保險業,0
0490,Martha6923,pbkdf2:sha256:150000$1jS3IVdS$efcfbc4029e461dfb62f288024d5aa147ea3ae5fd278260108265acd3dd18339,martha69233259@hotmail.com.tw,female,35,新竹縣,藝術、娛樂及休閒服務,0
0491,Hector5285,pbkdf2:sha256:150000$FqAOUBrG$96d50a05dbb77607b140e6c5b2b5041b4bdfc439cbb62aca4bf915a645468258,hector52857779@yahoo.com.tw,male,30,新北市,金融及保險業,0
0492,Vicky4385,pbkdf2:sha256:150000$OmxNxse4$bc148275b1826dbcece5b0c342dd6df166ee3273bec91ed07d9b055334f46665,vicky43857197@yahoo.com.tw,female,52,臺南市,出版影音及資通訊業,0
0493,Eugenia7690,pbkdf2:sha256:150000$fAFxxDXZ$0b05a7177429aa0164cfcf6b6b826d66a861b24a70fd1ad6094ec0998766f69e,eugenia76903431@gmail.com.tw,female,28,花蓮縣,批發及零售業,0
0494,Judy3352,pbkdf2:sha256:150000$LSw7qTwZ$2713cb45ebf4bbee4e64e97e12678dfa6a63fe063ee05fe141d05d1e84a1b9c0,judy33521947@yahoo.com.tw,female,53,高雄市,出版影音及資通訊業,0
0495,Stephanie441,pbkdf2:sha256:150000$T7PM66S4$c401e4a60f75eac26ad29f6075a4e0166d028ab4e2356f24c1bc12cf1aa921e1,stephanie44158388@gmail.com.tw,female,67,高雄市,教育業,0
0496,Scott2013,pbkdf2:sha256:150000$8eOwrDW7$e933f18d93df978d3398fc0b998dc44038bf578637f740f51d46db20322f44b1,scott20132456@hotmail.com.tw,male,24,桃園市,其他,0
0497,Cynthia722,pbkdf2:sha256:150000$3xGzwXvF$1d5830f564603f4672f9f5e32b213ac337b87c8a54eab6dd614fa50d582140dd,cynthia7222713@yahoo.com.tw,female,45,宜蘭縣,其他,0
0498,Allson4036,pbkdf2:sha256:150000$S8iEru0Q$5ef05a4cbd843cc3e013cb6189737a22642e5b6401422d64d4fc47968a9e11d1,allson40364742@yahoo.com.tw,female,34,南投縣,住宿及餐飲業,0
0499,Carol6732,pbkdf2:sha256:150000$sYb4JAKW$3dc232a697c3f5cc59f144d4d7a8f5ddd3a801015625d94a666e24c985ec06c3,carol67325304@gmail.com.tw,female,68,高雄市,其他,0
